"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
354985,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,1999,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355251,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
358772,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,COQUEIRAL,RECIFE,PE,M,2002,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
356082,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,SANCHO,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355143,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,GRACAS,RECIFE,PE,M,2004,N,A0,,ENSINO SUPERIOR,N
357263,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,PINA,RECIFE,PE,M,2004,S,L1,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
355358,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2004,S,L5,,ENSINO SUPERIOR,N
358910,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L6,,ENSINO MEDIO,N
359734,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SALVADOR,BA,BRA,BOA VIAGEM,RECIFE,PE,M,1993,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
356131,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SALVADOR,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
356309,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SANTA MARIA,RS,BRA,VARZEA,RECIFE,PE,M,1996,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
359684,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SAO MATEUS DO SUL,PR,BRA,VARZEA,RECIFE,PE,M,1995,N,A0,,,N
356152,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SERRITA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
357255,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,SETE LAGOAS,MG,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
354724,2022,1,SISU,REITOR JOAQUIM AMAZONAS,37,ENGENHARIA DE MINAS,VERTENTE DO LERIO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
357861,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,FEIRA DE SANTANA,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
358457,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,JABOATÃO DOS GUARARAPES,PE,BRA,IBURA,RECIFE,PE,F,2002,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
338344,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,JOAO ALFREDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,N,A0,SUPERIOR INCOMPLETO,ENSINO MEDIO,N
355270,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,JOAO PESSOA,PB,BRA,ALTIPLANO CABO BRANCO,JOAO PESSOA,PB,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
353702,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,OLINDA,PE,BRA,SAO BENEDITO,OLINDA,PE,M,2003,S,L1,,ENSINO MEDIO,N
357403,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,OLINDA,PE,BRA,RIO DOCE,OLINDA,PE,M,2004,S,L6,,ENSINO SUPERIOR,N
358285,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PALMARES,PE,BRA,IPSEP,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
359001,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,F,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
357057,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,M,1997,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
359246,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PAULISTA,PE,BRA,MARANGUAPE II,PAULISTA,PE,F,2004,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
354795,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PAULISTA,PE,BRA,VILA TORRES GALVAO,PAULISTA,PE,M,2004,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356519,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,PORTO VELHO,RO,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,N
353595,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,TIMBI,CAMARAGIBE,PE,F,2004,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
356554,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,LOTEAMENTO 92,JABOATÃO DOS GUARARAPES,PE,F,2004,S,L2,ENSINO MEDIO,ENSINO SUPERIOR,N
356654,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354886,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,CASA CAIADA,OLINDA,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
357163,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,CENTRO,PAUDALHO,PE,M,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
354597,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,MARANGUAPE I,PAULISTA,PE,F,2001,S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
353515,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,PARATIBE,PAULISTA,PE,F,2002,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
358019,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,MIRUEIRA,PAULISTA,PE,F,2004,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
360315,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,1998,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355199,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,NOSSA SENHORA DA CONCEICAO,PAULISTA,PE,M,1999,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
360344,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,VASCO DA GAMA,RECIFE,PE,F,1995,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
358209,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,CAMPO GRANDE,RECIFE,PE,F,1999,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354969,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
354519,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
354047,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,ZUMBI,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
355721,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2003,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
357349,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,ENCRUZILHADA,RECIFE,PE,M,2002,N,A0,,ENSINO SUPERIOR,N
354424,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,ROSARINHO,RECIFE,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354296,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
356032,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354711,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354433,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,MONTEIRO,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
356281,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,ESTANCIA,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
358972,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,M,2004,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
354555,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,SAIRE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
356830,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,SAO LOURENCO DA MATA,PE,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,F,2004,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
358447,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,SAO LOURENÇO DA MATA,PE,BRA,PENEDO,SAO LOURENÇO DA MATA,PE,M,2003,S,L6,,ENSINO SUPERIOR,N
354362,2022,1,SISU,REITOR JOAQUIM AMAZONAS,44,ENGENHARIA DE PRODUÇÃO,TERESINA,PI,BRA,IPUTINGA,RECIFE,PE,M,2003,N,A0,,ENSINO SUPERIOR,N
359729,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,391,ENGENHARIA DE TELECOMUNICAÇÕES,FORTALEZA,CE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,M,1978,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
167790,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,391,ENGENHARIA DE TELECOMUNICAÇÕES,RECIFE,PE,BRA,TORRE,RECIFE,PE,M,1986,N,A0,,,N
359911,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,ARAGUACEMA,TO,BRA,ENGENHO DO MEIO,RECIFE,PE,F,1981,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
292695,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,GARANHUNS,PE,BRA,SAO JOSÉ,CARUARU,PE,F,1995,N,A0,,,N
294124,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,GARANHUNS,PE,BRA,SAO JOSÉ,CARUARU,PE,F,1995,N,A0,,,N
359884,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,2001,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360009,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,PAULISTA,PE,BRA,JARDIM PAULISTA,PAULISTA,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
359739,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,1971,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
359973,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,42,ENGENHARIA ELÉTRICA,VITORIA DE SANTO ANTAO,PE,BRA,BELA VISTA,VITORIA DE SANTO ANTAO,PE,M,1999,N,A0,ANALFABETO,ENSINO SUPERIOR,N
359936,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,CAMARAGIBE,PE,BRA,CENTRO,CAMARAGIBE,PE,M,1998,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
359925,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,CARPINA,PE,BRA,BOA VISTA,RECIFE,PE,F,2002,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
359944,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,OLINDA,PE,BRA,VARZEA,RECIFE,PE,F,1997,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
359906,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,PAULISTA,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,M,2002,N,A0,ANALFABETO,ENSINO SUPERIOR,N
359917,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,RECIFE,PE,BRA,CENTRO,IGARASSU,PE,M,1992,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
279076,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,43,ENGENHARIA ELETRÔNICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,1987,N,A0,,,N
359938,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,36,ENGENHARIA MECÂNICA,ARAPIRACA,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
360010,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,36,ENGENHARIA MECÂNICA,FRANCO DA ROCHA,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1997,N,A0,SUPERIOR INCOMPLETO,ENSINO SUPERIOR,N
359969,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,36,ENGENHARIA MECÂNICA,JOAO PESSOA,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,N,A0,ANALFABETO,ENSINO SUPERIOR,N
341107,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,36,ENGENHARIA MECÂNICA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,1993,S,L5,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,S
359666,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,333,ENGENHARIA NAVAL,JUAZEIRO DO NORTE,CE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1997,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359645,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,38,ENGENHARIA QUÍMICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,1998,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
359995,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,38,ENGENHARIA QUÍMICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
304036,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,38,ENGENHARIA QUÍMICA,RECIFE,PE,BRA,MACAXEIRA,RECIFE,PE,M,1980,S,L5,,,N
357541,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,ILHA SOLTEIRA,SP,BRA,BAIRRO NOVO,OLINDA,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
360325,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,JABOATÃO DOS GUARARAPES,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
356821,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,JABOATÃO DOS GUARARAPES,PE,BRA,CAVALEIRO,JABOATÃO DOS GUARARAPES,PE,M,2003,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
357964,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,MACHADOS,PE,BRA,SENZALA,CARPINA,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SUPERIOR INCOMPLETO,N
356875,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,OLINDA,PE,BRA,OURO PRETO,OLINDA,PE,M,2002,S,L6,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
353895,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,OLINDA,PE,BRA,RIO DOCE,OLINDA,PE,M,2003,N,A0,,ENSINO SUPERIOR,N
356350,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,OLINDA,PE,BRA,BAIRRO NOVO,OLINDA,PE,M,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
359164,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,PAULISTA,PE,BRA,ALTO SAO MIGUEL,ABREU E LIMA,PE,M,2002,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
250084,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,PAULISTA,PE,BRA,TAMARINEIRA,RECIFE,PE,M,1994,N,A0,,,N
347010,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CAETES I,ABREU E LIMA,PE,F,1999,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
359894,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CAETES I,ABREU E LIMA,PE,M,2002,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
357086,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CENTRO,FEIRA NOVA,PE,M,2004,S,L1,,ENSINO MEDIO,N
357934,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,AGAMENON MAGALHÃES,IGARASSU,PE,F,2002,S,L1,ENSINO SUPERIOR,ENSINO MEDIO,N
132544,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1965,S,L5,,,N
36151,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1965,S,L5,,,N
38153,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1965,S,L5,,,N
357267,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CURADO II,JABOATÃO DOS GUARARAPES,PE,M,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
359979,2022,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,F,2003,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
335302,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,---- BAIRRO NAO INFORMADO ----,RECIFE,PE,F,1970,N,A0,,,N
14862,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,1977,S,L5,,,N
50021,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,1983,S,L5,,,N
204527,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,1983,S,L5,,,N
353757,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,GRACAS,RECIFE,PE,F,1985,N,A0,,,N
360265,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,MANGABEIRA,RECIFE,PE,F,1996,N,A0,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
356274,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2002,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
358886,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,COQUEIRAL,RECIFE,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355411,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2003,N,A0,,ENSINO SUPERIOR,N
354308,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
359302,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2003,S,L6,,ENSINO MEDIO,N
358030,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,AFOGADOS,RECIFE,PE,F,2004,S,L2,,ENSINO MEDIO,N
360292,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,1964,N,A0,,,N
205145,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,1969,N,A0,,,N
111733,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,1969,N,A0,,,N
13645,2022,1,SISU,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,1969,N,A0,,,N
277390,2022,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,26,ESTATÍSTICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1976,N,A0,,,N
